CreateDate,Account,CustomerID,CustomerType,AccountNumber,Billing Address,Service Address,ServiceType,RatePlan,AccountStatus
2022-06-16,103190,2842,Residential,RESI-103190,3650 StoneSt  PortSonmouth  Texas USA,3688 OakLn PVhpmbridge Texas USA ,Electric,time-of-use,Inactive
2020-02-17,104118,3683,Residential,RESI-104118,3653 PineRd  LakeValeford  Ontario Canada,3688 OakLn PVhpmbridge Texas USA ,Gas,fixed-rate,Active
2019-05-11,100512,458,Residential,RESI-100512,3653 SilverLn  FortPointbury  Texas USA,3691 QueenLn SouthSoncrest Manitoba Canada ,Electric,time-of-use,Active
2022-09-10,104686,4180,Commercial,COMM-104686,3576 HillAve  Stonefield  Texas USA,3691 QueenLn SouthSoncrest Manitoba Canada ,Electric,fixed-rate,Suspended
2021-02-05,105474,4877,Residential,RESI-105474,3655 SilverWay  Oakton  Texas USA,3698 HillDr RoseHamville Delaware USA ,Electric,time-of-use,Inactive
2024-01-11,100306,275,Small Commercial,SMALLCOMM-100306,3658 OakSt  CSsfgrzport  Texas USA,3698 HillDr RoseHamville Delaware USA ,Electric,fixed-rate,Active
2023-03-14,102721,2424,Commercial,COMM-102721,80 StoneCourt  Portview  Massachusetts USA,3700 GreenLn GrandBrookridge Maryland USA ,Gas,fixed-rate,Active
2019-05-31,103637,3248,Residential,RESI-103637,3658 QueenWay  RiverGatehill  New Jersey USA,3700 StonePl QWfsfgmouth Texas USA ,Electric,fixed-rate,Active
2021-01-20,101454,1300,Small Commercial,SMALLCOMM-101454,3661 GrandWay  Portwood  Texas USA,3703 GreenLn NFqesport Texas USA ,Electric,variable-rate,Active
2021-10-03,104371,3905,Small Commercial,SMALLCOMM-104371,3666 LakeAve  JUymwlland  Texas USA,3704 SilverSt SilverLeymouth Texas USA ,Electric,variable-rate,Active
2023-10-07,100429,384,Residential,RESI-100429,3666 PinePl  Westborough  Delaware USA,3704 StoneWay GreenBrookridge Maryland USA ,Electric,fixed-rate,Inactive
2022-04-06,103969,3551,Commercial,COMM-103969,6592 QueenAve  XDsseyridge  Texas USA,3704 StoneWay GreenBrookridge Maryland USA ,Gas,fixed-rate,Active
2023-10-28,105578,4975,Residential,RESI-105578,3667 CedarAve  EDracville  New Jersey USA,3705 StoneCourt Mountborough Alberta Canada ,Electric,fixed-rate,Active
2024-09-09,104238,3788,Small Commercial,SMALLCOMM-104238,3667 ParkCourt  Clearford  Texas USA,3707 StoneAve Clearburg Texas USA ,Water,time-of-use,Active
2020-12-30,103624,3240,Residential,RESI-103624,3668 OakPl  LCvyyhaven  Texas USA,3708 SunSt Greenview Delaware USA ,Electric,time-of-use,Active
2019-03-09,103129,2786,Residential,RESI-103129,3671 GreenWay  Clearburg  Texas USA,3709 LakeDr SouthValeborough Quebec Canada ,Water,time-of-use,Suspended
2021-05-05,102167,1925,Residential,RESI-102167,368 KingCourt  EastPointport  Illinois USA,371 MapleAve LakeBrookmont Pennsylvania USA ,Electric,fixed-rate,Active
2025-06-17,103572,3195,Residential,RESI-103572,3683 HillLn  FairBrookborough  Ontario Canada,3710 CedarLn Fairdale British Columbia Canada,Electric,time-of-use,Inactive
2019-09-28,100083,74,Residential,RESI-100083,3683 MapleSt  NJdrgborough  Michigan USA,3710 GrandRd JXkmdbridge Texas USA ,Gas,fixed-rate,Closed
2023-02-01,100819,734,Commercial,COMM-100819,8108 PineAve  WestBridgeton  Indiana USA,3710 ParkAve Greenridge Texas USA ,Electric,fixed-rate,Active
2022-08-24,102736,2439,Residential,RESI-102736,3684 ElmAve  Forthill  Manitoba Canada,3710 ParkAve Greenridge Texas USA ,Electric,fixed-rate,Active
2021-01-02,101813,1611,Residential,RESI-101813,3685 ElmDr  COzaqhfield  British Columbia Canada,3714 MaplePl XZywqmouth Texas USA ,Electric,time-of-use,Active
2021-08-15,103100,2760,Residential,RESI-103100,3686 SunDr  ZZfryview  Texas USA,3716 CedarDr SilverHamside Texas USA ,Electric,variable-rate,Suspended
2023-07-15,100214,194,Residential,RESI-100214,3688 OakLn  PVhpmbridge  Texas USA,3717 ParkDr FairSonridge Pennsylvania USA ,Electric,variable-rate,Active
2025-03-18,101770,1571,Commercial,COMM-101770,4009 GrandSt  RiverBridgebury  Texas USA,3717 StoneDr OakWickside Texas USA ,Electric,fixed-rate,Inactive
2021-05-14,106091,2447,Residential,RESI-106091,3691 QueenLn  SouthSoncrest  Manitoba Canada,3717 StoneDr OakWickside Texas USA ,Electric,fixed-rate,Active
2025-01-31,102746,2447,Residential,RESI-102746,3691 QueenLn  SouthSoncrest  Manitoba Canada,3719 RiverDr SDkohiyrport Manitoba Canada ,Electric,time-of-use,Inactive
2019-06-07,100502,450,Residential,RESI-100502,3698 HillDr  RoseHamville  Delaware USA,3724 CedarRd BDbedwvoland Texas USA ,Electric,fixed-rate,Active
2025-01-02,104628,4131,Commercial,COMM-104628,2274 MapleTerrace  NewSonbury  Michigan USA,3724 OakPl NNithkvbury Delaware USA ,Electric,time-of-use,Active
2025-08-22,105306,4719,Residential,RESI-105306,3700 GreenLn  GrandBrookridge  Maryland USA,3726 GreenSt PYglmotburg Texas USA ,Water,variable-rate,Active
2024-07-26,101587,1416,Residential,RESI-101587,3700 StonePl  QWfsfgmouth  Texas USA,3726 HillWay Lakecrest British Columbia Canada,Electric,variable-rate,Inactive
2024-03-28,100909,814,Residential,RESI-100909,3703 GreenLn  NFqesport  Texas USA,3735 GrandCourt OWmkbyxfield New York USA,Electric,time-of-use,Inactive
2020-01-24,102064,1834,Residential,RESI-102064,3704 SilverSt  SilverLeymouth  Texas USA,3735 StoneRd WestBrookland New Jersey USA,Gas,time-of-use,Active
2020-07-12,100247,224,Small Commercial,SMALLCOMM-100247,3704 StoneWay  GreenBrookridge  Maryland USA,3738 CedarTerrace RiverValeland Pennsylvania USA ,Gas,fixed-rate,Active
2020-07-03,102066,1835,Commercial,COMM-102066,8211 GreenLn  SLyejjport  Texas USA,374 KingTerrace NorthBridgeville Saskatchewan Canada ,Electric,time-of-use,Active
2023-06-04,100575,512,Small Commercial,SMALLCOMM-100575,3705 StoneCourt  Mountborough  Alberta Canada,3740 GreenRd Riverdale Delaware USA ,Electric,fixed-rate,Inactive
2019-07-21,103982,3562,Residential,RESI-103982,3707 StoneAve  Clearburg  Texas USA,3740 PineBlvd Riverwood Texas USA ,Electric,fixed-rate,Inactive
2019-04-07,101320,1179,Residential,RESI-101320,3708 SunSt  Greenview  Delaware USA,3741 CedarBlvd Rosedale Texas USA ,Gas,variable-rate,Active
2022-03-23,104140,3704,Commercial,COMM-104140,3709 LakeDr  SouthValeborough  Quebec Canada,3743 KingDr Mountmouth Texas USA ,Water,time-of-use,Closed
2020-05-23,102569,2289,Residential,RESI-102569,371 MapleAve  LakeBrookmont  Pennsylvania USA,376 HillSt Fairville Maryland USA ,Gas,fixed-rate,Active
2022-04-29,102353,2086,Small Commercial,SMALLCOMM-102353,3710 CedarLn  Fairdale  British Columbia Canada,376 LakeDr OakPointmouth New York USA,Electric,fixed-rate,Active
2019-01-08,101923,1709,Residential,RESI-101923,3710 GrandRd  JXkmdbridge  Texas USA,3761 GreenTerrace PortValeridge Texas USA ,Electric,variable-rate,Active
2020-04-26,100334,301,Residential,RESI-100334,3710 ParkAve  Greenridge  Texas USA,3761 KingAve GrandWickville Texas USA ,Gas,time-of-use,Active
2024-01-14,102992,2667,Commercial,COMM-102992,496 HillWay  Silverview  Texas USA,3761 KingAve GrandWickville Texas USA ,Electric,variable-rate,Inactive
2021-08-05,104588,4097,Residential,RESI-104588,3714 MaplePl  XZywqmouth  Texas USA,3765 GrandRd Westhaven Texas USA ,Electric,fixed-rate,Active
2020-07-14,104783,4258,Small Commercial,SMALLCOMM-104783,3716 CedarDr  SilverHamside  Texas USA,3769 SunPl EastWickridge Delaware USA ,Electric,time-of-use,Active
2023-10-20,104807,4279,Small Commercial,SMALLCOMM-104807,3717 ParkDr  FairSonridge  Pennsylvania USA,377 RiverSt FairWickhaven British Columbia Canada,Electric,time-of-use,Active
2023-03-17,100522,468,Residential,RESI-100522,3717 StoneDr  OakWickside  Texas USA,3770 SilverSt WLsttdale Texas USA ,Water,time-of-use,Active
2019-05-25,104737,4221,Commercial,COMM-104737,9453 QueenWay  Stonebury  California USA,3774 ElmWay OakBridgemouth Texas USA ,Electric,fixed-rate,Active
2020-10-25,103575,3198,Residential,RESI-103575,3719 RiverDr  SDkohiyrport  Manitoba Canada,3774 GrandPl UCkoaburg Texas USA ,Electric,fixed-rate,Closed
2025-03-17,102778,2478,Small Commercial,SMALLCOMM-102778,3724 CedarRd  BDbedwvoland  Texas USA,3776 LakeSt Riverbridge Delaware USA ,Electric,fixed-rate,Active
2025-09-08,100727,652,Small Commercial,SMALLCOMM-100727,3724 OakPl  NNithkvbury  Delaware USA,3776 PineRd BrightBridgeridge Texas USA ,Electric,fixed-rate,Inactive
2021-03-22,103489,3117,Small Commercial,SMALLCOMM-103489,3726 GreenSt  PYglmotburg  Texas USA,3777 GreenPl LakeHavenside Manitoba Canada ,Gas,time-of-use,Active
2024-05-18,102784,2483,Small Commercial,SMALLCOMM-102784,3726 HillWay  Lakecrest  British Columbia Canada,3778 LakeSt Pineville British Columbia Canada,Electric,fixed-rate,Active
2025-07-04,104361,3898,Commercial,COMM-104361,3735 GrandCourt  OWmkbyxfield  New York USA,3778 ParkTerrace DEpdlvgsmridge Texas USA ,Gas,variable-rate,Active
2023-05-13,103091,2752,Small Commercial,SMALLCOMM-103091,3735 StoneRd  WestBrookland  New Jersey USA,378 HillBlvd UMbifbland Maryland USA ,Water,fixed-rate,Active
2020-03-01,105153,4586,Residential,RESI-105153,3738 CedarTerrace  RiverValeland  Pennsylvania USA,378 HillBlvd UMbifbland Maryland USA ,Electric,fixed-rate,Inactive
2023-06-22,103269,2913,Small Commercial,SMALLCOMM-103269,374 KingTerrace  NorthBridgeville  Saskatchewan Canada,3780 Cedar Ln New York USA,Gas,fixed-rate,Inactive
2023-12-11,104779,4255,Residential,RESI-104779,3740 GreenRd  Riverdale  Delaware USA,3782 GreenLn Fairside Texas USA ,Water,time-of-use,Active
2020-04-10,105580,4977,Residential,RESI-105580,3740 PineBlvd  Riverwood  Texas USA,3787 HillDr FairGatebury New Jersey USA,Gas,time-of-use,Active
2022-10-28,105210,4636,Commercial,COMM-105210,3741 CedarBlvd  Rosedale  Texas USA,3788 MapleSt JGflrvcrest Maryland USA ,Electric,time-of-use,Active
2025-02-27,102677,2389,Residential,RESI-102677,3743 KingDr  Mountmouth  Texas USA,3789 MapleAve Lakehaven Texas USA ,Gas,fixed-rate,Active
2024-02-29,104096,3663,Residential,RESI-104096,376 HillSt  Fairville  Maryland USA,379 PineAve Southbridge Texas USA ,Water,time-of-use,Closed
2020-06-07,101772,1573,Residential,RESI-101772,376 LakeDr  OakPointmouth  New York USA,379 SilverAve BrightGatecrest Texas USA ,Electric,variable-rate,Active
2021-12-20,104331,3869,Residential,RESI-104331,3761 GreenTerrace  PortValeridge  Texas USA,3790 LakeBlvd JPrwlmitjdale Texas USA ,Electric,variable-rate,Active
2025-08-30,100404,362,Small Commercial,SMALLCOMM-100404,3761 KingAve  GrandWickville  Texas USA,3790 LakeBlvd JPrwlmitjdale Texas USA ,Gas,variable-rate,Active
2023-11-09,103695,3298,Commercial,COMM-103695,8525 ParkSt  Brightville  Texas USA,3791 ElmSt ClearBridgehaven Manitoba Canada ,Electric,variable-rate,Active
2019-08-31,105203,4629,Residential,RESI-105203,3765 GrandRd  Westhaven  Texas USA,3792 GrandLn VOyootmouth Texas USA ,Electric,time-of-use,Active
2019-07-12,102241,1989,Residential,RESI-102241,3769 SunPl  EastWickridge  Delaware USA,3793 GreenCourt OCqysldpcrest Alberta Canada ,Water,variable-rate,Active
2024-08-28,100618,552,Residential,RESI-100618,377 RiverSt  FairWickhaven  British Columbia Canada,3793 RiverPl FFkioton Texas USA ,Electric,fixed-rate,Inactive
2019-06-30,102068,1837,Residential,RESI-102068,3770 SilverSt  WLsttdale  Texas USA,3793 RiverRd UHacdgjkton Texas USA ,Gas,time-of-use,Active
2024-12-02,101628,1453,Residential,RESI-101628,3774 ElmWay  OakBridgemouth  Texas USA,3794 KingRd FairMoreville Texas USA ,Electric,time-of-use,Suspended
2022-07-20,104479,4008,Commercial,COMM-104479,3774 GrandPl  UCkoaburg  Texas USA,3802 SilverTerrace SQxztszuland Texas USA ,Gas,variable-rate,Active
2022-10-28,101037,928,Small Commercial,SMALLCOMM-101037,3776 LakeSt  Riverbridge  Delaware USA,3811 SunRd Lakebury New York USA,Electric,time-of-use,Closed
2024-07-01,105444,4852,Small Commercial,SMALLCOMM-105444,3776 PineRd  BrightBridgeridge  Texas USA,3812 ElmBlvd FairLeyland California USA ,Electric,time-of-use,Suspended
2021-02-09,100648,580,Small Commercial,SMALLCOMM-100648,3777 GreenPl  LakeHavenside  Manitoba Canada,3812 ElmTerrace Stonebridge Texas USA ,Gas,variable-rate,Active
2022-05-10,102629,2344,Residential,RESI-102629,3778 LakeSt  Pineville  British Columbia Canada,3815 ParkTerrace FairMorehill Texas USA ,Gas,fixed-rate,Active
2022-02-26,105401,4810,Residential,RESI-105401,3778 ParkTerrace  DEpdlvgsmridge  Texas USA,3815 ParkTerrace Newborough Texas USA ,Gas,time-of-use,Active
2022-07-30,104359,3896,Residential,RESI-104359,378 HillBlvd  UMbifbland  Maryland USA,3815 StoneTerrace RQnurbury Texas USA ,Electric,variable-rate,Active
2021-01-22,106001,3896,Residential,RESI-106001,378 HillBlvd  UMbifbland  Maryland USA,382 OakDr ITkqmqside Texas USA ,Electric,time-of-use,Active
2019-02-20,102098,1864,Commercial,COMM-102098,5496 SilverAve  Oakport  Massachusetts USA,3820 ParkWay EastBrookmouth Texas USA ,Electric,time-of-use,Active
2020-01-16,103214,2864,Residential,RESI-103214,3782 GreenLn  Fairside  Texas USA,3821 MapleCourt Eastton Texas USA ,Electric,time-of-use,Active
2021-05-14,104670,4167,Small Commercial,SMALLCOMM-104670,3787 HillDr  FairGatebury  New Jersey USA,3822 PineLn Northdale Pennsylvania USA ,Electric,variable-rate,Inactive
2021-01-20,102693,2401,Residential,RESI-102693,3788 MapleSt  JGflrvcrest  Maryland USA,3824 KingLn GreenHavenborough Texas USA ,Water,fixed-rate,Active
2025-03-10,105263,4682,Residential,RESI-105263,3789 MapleAve  Lakehaven  Texas USA,3824 KingLn Silverview Texas USA ,Electric,time-of-use,Active
2022-04-13,103608,3224,Small Commercial,SMALLCOMM-103608,379 PineAve  Southbridge  Texas USA,3824 MapleBlvd Northridge Texas USA ,Electric,variable-rate,Active
2021-08-15,102082,1851,Residential,RESI-102082,379 SilverAve  BrightGatecrest  Texas USA,3824 PineAve OakLeyside Indiana USA ,Gas,time-of-use,Inactive
2024-06-13,105030,4480,Residential,RESI-105030,3790 LakeBlvd  JPrwlmitjdale  Texas USA,3824 PineAve OakLeyside Indiana USA ,Gas,fixed-rate,Suspended
2022-07-12,106071,4480,Residential,RESI-106071,3790 LakeBlvd  JPrwlmitjdale  Texas USA,3830 CedarBlvd XVuzhgbury Saskatchewan Canada ,Electric,fixed-rate,Active
2021-07-12,100970,870,Residential,RESI-100970,3791 ElmSt  ClearBridgehaven  Manitoba Canada,3839 GrandTerrace Fairview Texas USA ,Gas,time-of-use,Active
2024-04-08,101626,1451,Small Commercial,SMALLCOMM-101626,3792 GrandLn  VOyootmouth  Texas USA,3839 OakDr SWyeqefhaven Texas USA ,Gas,variable-rate,Closed
2020-06-06,102240,1988,Residential,RESI-102240,3793 GreenCourt  OCqysldpcrest  Alberta Canada,3846 StoneRd CFtsfxwford Texas USA ,Gas,fixed-rate,Active
2020-08-17,102714,2419,Residential,RESI-102714,3793 RiverPl  FFkioton  Texas USA,3849 MaplePl Portville Texas USA ,Electric,variable-rate,Inactive
2025-04-06,100757,678,Small Commercial,SMALLCOMM-100757,3793 RiverRd  UHacdgjkton  Texas USA,3851 HillBlvd Newbury Manitoba Canada ,Electric,fixed-rate,Active
2019-09-10,100714,641,Residential,RESI-100714,3794 KingRd  FairMoreville  Texas USA,3852 HillDr ClearValeton Indiana USA ,Gas,fixed-rate,Active
2021-03-03,104616,4120,Small Commercial,SMALLCOMM-104616,3802 SilverTerrace  SQxztszuland  Texas USA,3855 GrandAve Newfield British Columbia Canada,Electric,fixed-rate,Inactive
2025-05-13,103284,2928,Commercial,COMM-103284,3811 SunRd  Lakebury  New York USA,3855 HillWay EYlyeport Texas USA ,Electric,variable-rate,Active
2021-12-03,103539,3166,Residential,RESI-103539,3812 ElmBlvd  FairLeyland  California USA,3856 ParkRd VGybdborough New York USA,Electric,variable-rate,Active
2020-02-19,104438,3969,Small Commercial,SMALLCOMM-104438,3812 ElmTerrace  Stonebridge  Texas USA,3856 ParkRd VGybdborough New York USA,Gas,fixed-rate,Inactive
2020-05-29,104416,3948,Small Commercial,SMALLCOMM-104416,3815 ParkTerrace  FairMorehill  Texas USA,3857 GrandPl PPxtijbpnbridge British Columbia Canada,Gas,time-of-use,Active
2023-08-01,101640,1463,Residential,RESI-101640,3815 ParkTerrace  Newborough  Texas USA,3860 LakeLn Easthill Texas USA ,Electric,time-of-use,Suspended
2021-09-16,105093,4532,Small Commercial,SMALLCOMM-105093,3815 StoneTerrace  RQnurbury  Texas USA,3860 MapleTerrace OakGatebridge Quebec Canada ,Water,time-of-use,Active
2023-12-23,102262,2010,Small Commercial,SMALLCOMM-102262,382 OakDr  ITkqmqside  Texas USA,3861 HillLn ClearBrookland Texas USA ,Electric,variable-rate,Inactive
2019-06-30,104936,4397,Small Commercial,SMALLCOMM-104936,3820 ParkWay  EastBrookmouth  Texas USA,3862 ParkLn GHbxymcmmont Texas USA ,Gas,time-of-use,Inactive
2023-07-21,103025,2700,Small Commercial,SMALLCOMM-103025,3821 MapleCourt  Eastton  Texas USA,3863 StoneSt RBfxekyford New Jersey USA,Electric,time-of-use,Active
2024-07-10,103179,2831,Residential,RESI-103179,3822 PineLn  Northdale  Pennsylvania USA,3864 MapleAve FortValeridge Texas USA ,Electric,fixed-rate,Active
2024-12-23,104544,4057,Small Commercial,SMALLCOMM-104544,3824 KingLn  GreenHavenborough  Texas USA,3865 CedarWay Lakehaven Texas USA ,Electric,fixed-rate,Active
2021-12-14,101112,997,Residential,RESI-101112,3824 KingLn  Silverview  Texas USA,3866 CedarTerrace FortWickborough Maryland USA ,Gas,variable-rate,Inactive
2020-09-07,100691,618,Small Commercial,SMALLCOMM-100691,3824 MapleBlvd  Northridge  Texas USA,3867 ParkRd NewBridgeton Ontario Canada ,Electric,time-of-use,Active
2019-01-28,100279,254,Residential,RESI-100279,3824 PineAve  OakLeyside  Indiana USA,3867 RiverLn BIlpusrvcrest Ontario Canada ,Electric,time-of-use,Active
2019-02-19,102429,2155,Commercial,COMM-102429,2363 MapleBlvd  WSbtjpabridge  Maryland USA,3867 RiverLn BIlpusrvcrest Ontario Canada ,Gas,time-of-use,Active
2022-05-30,102814,2510,Residential,RESI-102814,3830 CedarBlvd  XVuzhgbury  Saskatchewan Canada,387 ElmRd Mountside Texas USA ,Gas,fixed-rate,Active
2019-04-15,101192,1070,Residential,RESI-101192,3839 GrandTerrace  Fairview  Texas USA,3870 SilverAve Fairhaven New York USA,Water,time-of-use,Inactive
2022-11-25,101126,1009,Residential,RESI-101126,3839 OakDr  SWyeqefhaven  Texas USA,3873 ParkBlvd NewWickdale New Jersey USA,Electric,fixed-rate,Active
2024-10-12,104324,3862,Residential,RESI-104324,3846 StoneRd  CFtsfxwford  Texas USA,3873 QueenPl XSbjfedale Manitoba Canada ,Gas,variable-rate,Active
2024-03-26,103659,3270,Residential,RESI-103659,3849 MaplePl  Portville  Texas USA,3875 KingWay WestHavenhill Texas USA ,Electric,time-of-use,Active
2020-01-10,104179,3735,Small Commercial,SMALLCOMM-104179,3851 HillBlvd  Newbury  Manitoba Canada,3875 MapleCourt Porthaven Texas USA ,Electric,variable-rate,Active
2021-01-13,103735,3338,Residential,RESI-103735,3852 HillDr  ClearValeton  Indiana USA,3881 GrandTerrace Northfield Delaware USA ,Gas,fixed-rate,Active
2024-03-18,104290,3833,Residential,RESI-104290,3855 GrandAve  Newfield  British Columbia Canada,3881 KingLn SilverGatewood Indiana USA ,Electric,fixed-rate,Suspended
2022-11-13,101074,964,Small Commercial,SMALLCOMM-101074,3855 HillWay  EYlyeport  Texas USA,3881 MaplePl HQyhvwpside Texas USA ,Electric,variable-rate,Active
2025-05-13,100133,120,Residential,RESI-100133,3856 ParkRd  VGybdborough  New York USA,3883 ElmAve Greenburg Indiana USA ,Electric,variable-rate,Active
2023-07-04,101261,1131,Commercial,COMM-101261,1317 ParkAve  FairHamford  Delaware USA,3883 GrandDr Southmouth Delaware USA ,Electric,variable-rate,Active
2020-06-04,104412,3944,Residential,RESI-104412,3857 GrandPl  PPxtijbpnbridge  British Columbia Canada,3883 KingPl FWegcdale Manitoba Canada ,Gas,fixed-rate,Closed
2020-04-05,103850,3441,Residential,RESI-103850,3860 LakeLn  Easthill  Texas USA,3883 KingPl FWegcdale Manitoba Canada ,Electric,variable-rate,Active
2024-09-15,100552,492,Residential,RESI-100552,3860 MapleTerrace  OakGatebridge  Quebec Canada,389 ParkSt FairWickhaven British Columbia Canada,Electric,time-of-use,Active
2021-10-02,103396,3028,Residential,RESI-103396,3861 HillLn  ClearBrookland  Texas USA,3894 PineRd Greenton Texas USA ,Electric,time-of-use,Active
2024-07-01,102226,1975,Residential,RESI-102226,3862 ParkLn  GHbxymcmmont  Texas USA,3898 GreenSt JJflewvborough Ohio USA ,Electric,variable-rate,Closed
2023-02-17,101397,1251,Small Commercial,SMALLCOMM-101397,3863 StoneSt  RBfxekyford  New Jersey USA,3899 ParkLn Fortview Alberta Canada ,Electric,time-of-use,Active
2019-03-13,105094,4533,Small Commercial,SMALLCOMM-105094,3864 MapleAve  FortValeridge  Texas USA,3901 PineLn Fortdale Saskatchewan Canada ,Electric,time-of-use,Closed
2019-10-08,105354,4765,Residential,RESI-105354,3865 CedarWay  Lakehaven  Texas USA,3901 PineLn Fortdale Saskatchewan Canada ,Electric,time-of-use,Active
2022-12-12,104326,3864,Residential,RESI-104326,3866 CedarTerrace  FortWickborough  Maryland USA,3905 MapleBlvd Lakeside Texas USA ,Electric,fixed-rate,Inactive
2023-08-05,101008,907,Commercial,COMM-101008,3867 ParkRd  NewBridgeton  Ontario Canada,3905 PineDr XYfaandhaven Texas USA ,Gas,variable-rate,Active
2020-03-18,106113,4419,Residential,RESI-106113,3867 RiverLn  BIlpusrvcrest  Ontario Canada,3908 GrandBlvd CQxjvukwood Texas USA ,Gas,time-of-use,Active
2022-04-08,104961,4419,Residential,RESI-104961,3867 RiverLn  BIlpusrvcrest  Ontario Canada,3910 KingSt LakeBridgecrest California USA ,Gas,variable-rate,Active
2019-07-01,101475,1317,Residential,RESI-101475,387 ElmRd  Mountside  Texas USA,3913 OakSt FairHammont New Jersey USA,Electric,fixed-rate,Active
2020-08-16,101585,1414,Small Commercial,SMALLCOMM-101585,3870 SilverAve  Fairhaven  New York USA,3914 HillDr Fairview Texas USA ,Gas,variable-rate,Inactive
2021-09-08,105075,4519,Residential,RESI-105075,3873 ParkBlvd  NewWickdale  New Jersey USA,3915 GrandPl Oakford Ohio USA ,Electric,time-of-use,Inactive
2021-09-21,100661,593,Residential,RESI-100661,3873 QueenPl  XSbjfedale  Manitoba Canada,3918 OakWay GrandHavenwood Texas USA ,Electric,time-of-use,Suspended
2021-06-11,102427,2154,Residential,RESI-102427,3875 KingWay  WestHavenhill  Texas USA,3919 CedarSt Fairdale British Columbia Canada,Electric,time-of-use,Inactive
2022-06-19,102538,2260,Small Commercial,SMALLCOMM-102538,3875 MapleCourt  Porthaven  Texas USA,3919 CedarTerrace Eastridge Alberta Canada ,Electric,variable-rate,Active
2019-04-05,103860,3451,Small Commercial,SMALLCOMM-103860,3881 GrandTerrace  Northfield  Delaware USA,3919 SunTerrace RiverPointridge Texas USA ,Gas,variable-rate,Suspended
2021-03-29,104217,3771,Commercial,COMM-104217,3881 KingLn  SilverGatewood  Indiana USA,3920 QueenSt QPvliiedvport Texas USA ,Electric,time-of-use,Active
2023-10-01,101241,1112,Residential,RESI-101241,3881 MaplePl  HQyhvwpside  Texas USA,3925 KingDr FRkitford Delaware USA ,Water,time-of-use,Inactive
2024-09-19,102468,2193,Residential,RESI-102468,3883 ElmAve  Greenburg  Indiana USA,3926 GrandPl FortMorewood New Jersey USA,Electric,fixed-rate,Inactive
2020-10-10,104713,4203,Commercial,COMM-104713,3883 GrandDr  Southmouth  Delaware USA,3926 RiverSt Forthill Texas USA ,Electric,time-of-use,Inactive
2021-10-30,103038,2710,Residential,RESI-103038,3883 KingPl  FWegcdale  Manitoba Canada,3927 HillCourt TCygiudton Texas USA ,Electric,fixed-rate,Active
2019-08-15,105996,2710,Residential,RESI-105996,3883 KingPl  FWegcdale  Manitoba Canada,3929 SilverDr Northside Massachusetts USA ,Electric,variable-rate,Active
2025-01-27,105381,4790,Small Commercial,SMALLCOMM-105381,389 ParkSt  FairWickhaven  British Columbia Canada,3934 KingCourt Lakehaven Texas USA ,Gas,time-of-use,Active
2019-03-21,101313,1172,Residential,RESI-101313,3894 PineRd  Greenton  Texas USA,3934 MapleDr NewLeyport Texas USA ,Water,variable-rate,Closed
2022-04-02,104910,4371,Residential,RESI-104910,3898 GreenSt  JJflewvborough  Ohio USA,3935 RiverTerrace WSrpxccfield Pennsylvania USA ,Electric,fixed-rate,Inactive
2022-07-19,103998,3578,Commercial,COMM-103998,3899 ParkLn  Fortview  Alberta Canada,3935 StonePl RoseBridgebridge Texas USA ,Electric,time-of-use,Active
2021-03-23,106088,4361,Residential,RESI-106088,3901 PineLn  Fortdale  Saskatchewan Canada,3936 SunWay MUtzlpmont Delaware USA ,Electric,fixed-rate,Active
2022-03-14,104900,4361,Residential,RESI-104900,3901 PineLn  Fortdale  Saskatchewan Canada,3937 PineWay Greenhill Ontario Canada ,Electric,fixed-rate,Active
2022-09-25,104201,3755,Residential,RESI-104201,3905 MapleBlvd  Lakeside  Texas USA,394 ParkBlvd Roseland Texas USA ,Gas,fixed-rate,Inactive
2022-07-06,103844,3436,Residential,RESI-103844,3905 PineDr  XYfaandhaven  Texas USA,394 SilverLn JGflrvcrest Maryland USA ,Electric,fixed-rate,Active
2021-12-27,100844,755,Residential,RESI-100844,3908 GrandBlvd  CQxjvukwood  Texas USA,3943 LakePl Silverview Texas USA ,Gas,fixed-rate,Inactive
2025-07-04,103413,3045,Residential,RESI-103413,3910 KingSt  LakeBridgecrest  California USA,3943 ParkAve Silverbridge British Columbia Canada,Electric,time-of-use,Inactive
2019-01-28,105491,4894,Residential,RESI-105491,3913 OakSt  FairHammont  New Jersey USA,3944 QueenLn Grandmont Illinois USA ,Electric,time-of-use,Inactive
2024-08-22,104080,3649,Small Commercial,SMALLCOMM-104080,3914 HillDr  Fairview  Texas USA,3944 StoneLn Fairborough Texas USA ,Water,time-of-use,Active
2023-11-07,105250,4672,Residential,RESI-105250,3915 GrandPl  Oakford  Ohio USA,3948 GreenBlvd GreenWickton Texas USA ,Gas,time-of-use,Active
2023-05-19,103727,3330,Small Commercial,SMALLCOMM-103727,3918 OakWay  GrandHavenwood  Texas USA,395 QueenWay DDadtgnsport Texas USA ,Electric,time-of-use,Active
2024-02-22,105110,4549,Small Commercial,SMALLCOMM-105110,3919 CedarSt  Fairdale  British Columbia Canada,395 StoneRd JVaqiamtport Maryland USA ,Electric,variable-rate,Active
2022-03-28,100908,813,Residential,RESI-100908,3919 CedarTerrace  Eastridge  Alberta Canada,3950 OakSt Greenburg Texas USA ,Gas,variable-rate,Active
